species;genus;family
Camassia_leichtlinii;Camassia;Asparagaceae
Camassia_quamash;Camassia;Asparagaceae
Camelina_sativa;Camelina;Brassicaceae
Camellia_anlungensis;Camellia;Theaceae
Camellia_azalea;Camellia;Theaceae
Camellia_brevistyla;Camellia;Theaceae
Camellia_concina;Camellia;Theaceae
Camellia_costata;Camellia;Theaceae
Camellia_costei;Camellia;Theaceae
Camellia_crapnelliana;Camellia;Theaceae
Camellia_crassicolumna;Camellia;Theaceae
Camellia_crassipes;Camellia;Theaceae
Camellia_edithae;Camellia;Theaceae
Camellia_fangchengensis;Camellia;Theaceae
Camellia_fluviatilis;Camellia;Theaceae
Camellia_fraterna;Camellia;Theaceae
Camellia_gauchowensis;Camellia;Theaceae
Camellia_glabsipelata;Camellia;Theaceae
Camellia_grandibracteata;Camellia;Theaceae
Camellia_granthamiana;Camellia;Theaceae
Camellia_grijsii;Camellia;Theaceae
Camellia_gymnogyna;Camellia;Theaceae
Camellia_hongkongensis;Camellia;Theaceae
Camellia_huana;Camellia;Theaceae
Camellia_chekiangoleosa;Camellia;Theaceae
Camellia_icana;Camellia;Theaceae
Camellia_ilicifolia;Camellia;Theaceae
Camellia_impressinervis;Camellia;Theaceae
Camellia_japonica;Camellia;Theaceae
Camellia_kissii;Camellia;Theaceae
Camellia_kwangsiensis;Camellia;Theaceae
Camellia_lawii;Camellia;Theaceae
Camellia_leptophylla;Camellia;Theaceae
Camellia_longipedicellata;Camellia;Theaceae
Camellia_longissima;Camellia;Theaceae
Camellia_luteoflora;Camellia;Theaceae
Camellia_mairei;Camellia;Theaceae
Camellia_oleifera;Camellia;Theaceae
Camellia_parvimuricata;Camellia;Theaceae
Camellia_petelotii;Camellia;Theaceae
Camellia_pitardii;Camellia;Theaceae
Camellia_polyodonta;Camellia;Theaceae
Camellia_ptilophylla;Camellia;Theaceae
Camellia_pubicosta;Camellia;Theaceae
Camellia_pubifurfuracea;Camellia;Theaceae
Camellia_pyxidiacea;Camellia;Theaceae
Camellia_reticulata;Camellia;Theaceae
Camellia_rhytidocarpa;Camellia;Theaceae
Camellia_rosthorniana;Camellia;Theaceae
Camellia_salicifolia;Camellia;Theaceae
Camellia_saluenensis;Camellia;Theaceae
Camellia_sasanqua;Camellia;Theaceae
Camellia_semiserrata;Camellia;Theaceae
Camellia_sinensis;Camellia;Theaceae
Camellia_subintegra;Camellia;Theaceae
Camellia_synaptica;Camellia;Theaceae
Camellia_tachangensis;Camellia;Theaceae
Camellia_taliensis;Camellia;Theaceae
Camellia_transarisanensis;Camellia;Theaceae
Camellia_tuberculata;Camellia;Theaceae
Camellia_uraku;Camellia;Theaceae
Camellia_yunnanensis;Camellia;Theaceae
Campanula_americana;Campanula;Campanulaceae
Campanula_cespitosa;Campanula;Campanulaceae
Campanula_glomerata;Campanula;Campanulaceae
Campanula_herminii;Campanula;Campanulaceae
Campanula_patula;Campanula;Campanulaceae
Campanula_peregrina;Campanula;Campanulaceae
Campanula_pyramidalis;Campanula;Campanulaceae
Campanula_rapunculoides;Campanula;Campanulaceae
Campanula_rotundifolia;Campanula;Campanulaceae
Campanula_secundiflora;Campanula;Campanulaceae
Campanula_thyrsoides;Campanula;Campanulaceae
Campanulastrum_americanum;Campanulastrum;Campanulaceae
Campelia_standleyi;Campelia;Commelinaceae
Campelia_zanonia;Campelia;Commelinaceae
Campomanesia_adamantium;Campomanesia;Myrtaceae
Campomanesia_guaviroba;Campomanesia;Myrtaceae
Campomanesia_guazumifolia;Campomanesia;Myrtaceae
Campomanesia_laurifolia;Campomanesia;Myrtaceae
Campomanesia_phaea;Campomanesia;Myrtaceae
Campomanesia_pubescens;Campomanesia;Myrtaceae
Campomanesia_schlechtendaliana;Campomanesia;Myrtaceae
Campsis_radicans;Campsis;Bignoniaceae
Campylanthus_salsoloides;Campylanthus;Plantaginaceae
Cananga_odorata;Cananga;Annonaceae
Canarina_canariensis;Canarina;Campanulaceae
Cancrinia_maximowiczii;Cancrinia;Asteraceae
Canella_winterana;Canella;Canellaceae
Canistropsis_billbergioides;Canistropsis;Bromeliaceae
Canna_indica;Canna;Cannaceae
Cannabis_ruderalis;Cannabis;Cannabaceae
Cannomois_arenicola;Cannomois;Restionaceae
Cannomois_aristata;Cannomois;Restionaceae
Cannomois_congesta;Cannomois;Restionaceae
Cannomois_grandis;Cannomois;Restionaceae
Cannomois_parviflora;Cannomois;Restionaceae
Cannomois_primosii;Cannomois;Restionaceae
Cannomois_robusta;Cannomois;Restionaceae
Cannomois_scirpoides;Cannomois;Restionaceae
Cannomois_schlechteri;Cannomois;Restionaceae
Cannomois_virgata;Cannomois;Restionaceae
Canotia_holacantha;Canotia;Celastraceae
Capsella_bursa-pastoris;Capsella;Brassicaceae
Capsella_rubella;Capsella;Brassicaceae
Capsicum_annuum;Capsicum;Solanaceae
Capsicum_baccatum;Capsicum;Solanaceae
Capsicum_campylopodium;Capsicum;Solanaceae
Capsicum_cardenasii;Capsicum;Solanaceae
Capsicum_eximium;Capsicum;Solanaceae
Capsicum_frutescens;Capsicum;Solanaceae
Capsicum_chacoense;Capsicum;Solanaceae
Capsicum_chinense;Capsicum;Solanaceae
Capsicum_parvifolium;Capsicum;Solanaceae
Capsicum_praetermissum;Capsicum;Solanaceae
Capsicum_pubescens;Capsicum;Solanaceae
Capsicum_tovarii;Capsicum;Solanaceae
Caragana_arborescens;Caragana;Fabaceae
Caragana_sinica;Caragana;Fabaceae
Cardamine_amara;Cardamine;Brassicaceae
Cardamine_amaraeiformis;Cardamine;Brassicaceae
Cardamine_asarifolia;Cardamine;Brassicaceae
Cardamine_bulbosa;Cardamine;Brassicaceae
Cardamine_concatenata;Cardamine;Brassicaceae
Cardamine_corymbosa;Cardamine;Brassicaceae
Cardamine_diphylla;Cardamine;Brassicaceae
Cardamine_flexuosa;Cardamine;Brassicaceae
Cardamine_glauca;Cardamine;Brassicaceae
Cardamine_hamiltonii;Cardamine;Brassicaceae
Cardamine_hirsuta;Cardamine;Brassicaceae
Cardamine_chelidonia;Cardamine;Brassicaceae
Cardamine_impatiens;Cardamine;Brassicaceae
Cardamine_pensylvanica;Cardamine;Brassicaceae
Cardamine_pratensis;Cardamine;Brassicaceae
Cardamine_schinziana;Cardamine;Brassicaceae
Cardamine_torrentis;Cardamine;Brassicaceae
Cardamine_valida;Cardamine;Brassicaceae
Cardamine_yezoensis;Cardamine;Brassicaceae
Cardiocrinum_giganteum;Cardiocrinum;Liliaceae
Carduus_carlinoides;Carduus;Asteraceae
Carduus_crispus;Carduus;Asteraceae
Carduus_defloratus;Carduus;Asteraceae
Carduus_nutans;Carduus;Asteraceae
Carduus_pycnocephalus;Carduus;Asteraceae
Cardwellia_sublimis;Cardwellia;Proteaceae
Carex_abrupta;Carex;Cyperaceae
Carex_acuta;Carex;Cyperaceae
Carex_acutiformis;Carex;Cyperaceae
Carex_adelostoma;Carex;Cyperaceae
Carex_adusta;Carex;Cyperaceae
Carex_aggregata;Carex;Cyperaceae
Carex_alata;Carex;Cyperaceae
Carex_alba;Carex;Cyperaceae
Carex_albolutescens;Carex;Cyperaceae
Carex_albursina;Carex;Cyperaceae
Carex_alopecoidea;Carex;Cyperaceae
Carex_annectens;Carex;Cyperaceae
Carex_antoniensis;Carex;Cyperaceae
Carex_appropinquata;Carex;Cyperaceae
Carex_aquatilis;Carex;Cyperaceae
Carex_arcta;Carex;Cyperaceae
Carex_arctata;Carex;Cyperaceae
Carex_arenaria;Carex;Cyperaceae
Carex_argunensis;Carex;Cyperaceae
Carex_aterrima;Carex;Cyperaceae
Carex_athrostachya;Carex;Cyperaceae
Carex_atrata;Carex;Cyperaceae
Carex_atrofusca;Carex;Cyperaceae
Carex_aurea;Carex;Cyperaceae
Carex_austroalpina;Carex;Cyperaceae
Carex_baldensis;Carex;Cyperaceae
Carex_bebbii;Carex;Cyperaceae
Carex_bicknellii;Carex;Cyperaceae
Carex_bigelowii;Carex;Cyperaceae
Carex_binervis;Carex;Cyperaceae
Carex_blanda;Carex;Cyperaceae
Carex_blepharicarpa;Carex;Cyperaceae
Carex_bohemica;Carex;Cyperaceae
Carex_bostrychostigma;Carex;Cyperaceae
Carex_brachystachys;Carex;Cyperaceae
Carex_brevior;Carex;Cyperaceae
Carex_brizoides;Carex;Cyperaceae
Carex_bromoides;Carex;Cyperaceae
Carex_brownii;Carex;Cyperaceae
Carex_brunnescens;Carex;Cyperaceae
Carex_buekii;Carex;Cyperaceae
Carex_bulgarica;Carex;Cyperaceae
Carex_buxbaumii;Carex;Cyperaceae
Carex_callitrichos;Carex;Cyperaceae
Carex_camposii;Carex;Cyperaceae
Carex_campylorhina;Carex;Cyperaceae
Carex_canariensis;Carex;Cyperaceae
Carex_canescens;Carex;Cyperaceae
Carex_capillacea;Carex;Cyperaceae
Carex_capillaris;Carex;Cyperaceae
Carex_capitata;Carex;Cyperaceae
Carex_caryophyllea;Carex;Cyperaceae
Carex_cephaloidea;Carex;Cyperaceae
Carex_cephalophora;Carex;Cyperaceae
Carex_cespitosa;Carex;Cyperaceae
Carex_ciliatomarginata;Carex;Cyperaceae
Carex_communis;Carex;Cyperaceae
Carex_comosa;Carex;Cyperaceae
Carex_conica;Carex;Cyperaceae
Carex_conjuncta;Carex;Cyperaceae
Carex_contigua;Carex;Cyperaceae
Carex_crawfordii;Carex;Cyperaceae
Carex_crinata;Carex;Cyperaceae
Carex_cristatella;Carex;Cyperaceae
Carex_crus-corvi;Carex;Cyperaceae
Carex_cumulata;Carex;Cyperaceae
Carex_curvata;Carex;Cyperaceae
Carex_curviollis;Carex;Cyperaceae
Carex_curvula;Carex;Cyperaceae
Carex_cuspidata;Carex;Cyperaceae
Carex_davalliana;Carex;Cyperaceae
Carex_davyi;Carex;Cyperaceae
Carex_demissa;Carex;Cyperaceae
Carex_depauperata;Carex;Cyperaceae
Carex_depressa;Carex;Cyperaceae
Carex_deweyana;Carex;Cyperaceae
Carex_diandra;Carex;Cyperaceae
Carex_digitata;Carex;Cyperaceae
Carex_dioica;Carex;Cyperaceae
Carex_disperma;Carex;Cyperaceae
Carex_distachya;Carex;Cyperaceae
Carex_distans;Carex;Cyperaceae
Carex_disticha;Carex;Cyperaceae
Carex_divisa;Carex;Cyperaceae
Carex_divulsa;Carex;Cyperaceae
Carex_dolichostachya;Carex;Cyperaceae
Carex_ebenea;Carex;Cyperaceae
Carex_echinata;Carex;Cyperaceae
Carex_elata;Carex;Cyperaceae
Carex_elongata;Carex;Cyperaceae
Carex_enervis;Carex;Cyperaceae
Carex_ericetorum;Carex;Cyperaceae
Carex_exilis;Carex;Cyperaceae
Carex_falcata;Carex;Cyperaceae
Carex_ferruginea;Carex;Cyperaceae
Carex_festucacea;Carex;Cyperaceae
Carex_feta;Carex;Cyperaceae
Carex_firma;Carex;Cyperaceae
Carex_flacca;Carex;Cyperaceae
Carex_flava;Carex;Cyperaceae
Carex_foenea;Carex;Cyperaceae
Carex_foliosissima;Carex;Cyperaceae
Carex_frigida;Carex;Cyperaceae
Carex_fritschii;Carex;Cyperaceae
Carex_fuliginosa;Carex;Cyperaceae
Carex_gibba;Carex;Cyperaceae
Carex_glareosa;Carex;Cyperaceae
Carex_gracillima;Carex;Cyperaceae
Carex_gravida;Carex;Cyperaceae
Carex_grayi;Carex;Cyperaceae
Carex_grisea;Carex;Cyperaceae
Carex_gynandra;Carex;Cyperaceae
Carex_hallerana;Carex;Cyperaceae
Carex_hansenii;Carex;Cyperaceae
Carex_harfordii;Carex;Cyperaceae
Carex_hartmanii;Carex;Cyperaceae
Carex_haydeniana;Carex;Cyperaceae
Carex_hirta;Carex;Cyperaceae
Carex_hirtifolia;Carex;Cyperaceae
Carex_hoodii;Carex;Cyperaceae
Carex_hordeistichos;Carex;Cyperaceae
Carex_hostiana;Carex;Cyperaceae
Carex_humilis;Carex;Cyperaceae
Carex_chabertii;Carex;Cyperaceae
Carex_chordorrhiza;Carex;Cyperaceae
Carex_chrysolepis;Carex;Cyperaceae
Carex_illota;Carex;Cyperaceae
Carex_infirminervia;Carex;Cyperaceae
Carex_integra;Carex;Cyperaceae
Carex_interior;Carex;Cyperaceae
Carex_intumescens;Carex;Cyperaceae
Carex_ischnostachya;Carex;Cyperaceae
Carex_jemtlandica;Carex;Cyperaceae
Carex_kamtschatica;Carex;Cyperaceae
Carex_kiotensis;Carex;Cyperaceae
Carex_kitaibeliana;Carex;Cyperaceae
Carex_kobomugi;Carex;Cyperaceae
Carex_koraginensis;Carex;Cyperaceae
Carex_laeviculmis;Carex;Cyperaceae
Carex_laevigata;Carex;Cyperaceae
Carex_laevivaginata;Carex;Cyperaceae
Carex_lachenalii;Carex;Cyperaceae
Carex_lanceolata;Carex;Cyperaceae
Carex_lasiocarpa;Carex;Cyperaceae
Carex_laticeps;Carex;Cyperaceae
Carex_leavenworthii;Carex;Cyperaceae
Carex_leersiana;Carex;Cyperaceae
Carex_leiorhyncha;Carex;Cyperaceae
Carex_lepidocarpa;Carex;Cyperaceae
Carex_leptonervia;Carex;Cyperaceae
Carex_leptopoda;Carex;Cyperaceae
Carex_ligerica;Carex;Cyperaceae
Carex_limosa;Carex;Cyperaceae
Carex_liparicarpos;Carex;Cyperaceae
Carex_livida;Carex;Cyperaceae
Carex_longii;Carex;Cyperaceae
Carex_lupulina;Carex;Cyperaceae
Carex_lurida;Carex;Cyperaceae
Carex_macloviana;Carex;Cyperaceae
Carex_macrolepis;Carex;Cyperaceae
Carex_macroura;Carex;Cyperaceae
Carex_makinoensis;Carex;Cyperaceae
Carex_maximowiczii;Carex;Cyperaceae
Carex_melanostachya;Carex;Cyperaceae
Carex_microcarpa;Carex;Cyperaceae
Carex_microglochin;Carex;Cyperaceae
Carex_micropoda;Carex;Cyperaceae
Carex_microptera;Carex;Cyperaceae
Carex_michelii;Carex;Cyperaceae
Carex_missouriensis;Carex;Cyperaceae
Carex_molesta;Carex;Cyperaceae
Carex_molestiformis;Carex;Cyperaceae
Carex_montana;Carex;Cyperaceae
Carex_morrowii;Carex;Cyperaceae
Carex_mucronata;Carex;Cyperaceae
Carex_muehlenbergii;Carex;Cyperaceae
Carex_multicostata;Carex;Cyperaceae
Carex_muricata;Carex;Cyperaceae
Carex_muskingumensis;Carex;Cyperaceae
Carex_nigra;Carex;Cyperaceae
Carex_norvegica;Carex;Cyperaceae
Carex_nubigena;Carex;Cyperaceae
Carex_nubigera;Carex;Cyperaceae
Carex_oahuensis;Carex;Cyperaceae
Carex_obtusata;Carex;Cyperaceae
Carex_omiana;Carex;Cyperaceae
Carex_ormostachya;Carex;Cyperaceae
Carex_ornithopoda;Carex;Cyperaceae
Carex_oronensis;Carex;Cyperaceae
Carex_otrubae;Carex;Cyperaceae
Carex_ovalis;Carex;Cyperaceae
Carex_oxyandra;Carex;Cyperaceae
Carex_pachygyna;Carex;Cyperaceae
Carex_pachystachya;Carex;Cyperaceae
Carex_pairae;Carex;Cyperaceae
Carex_pallescens;Carex;Cyperaceae
Carex_panicea;Carex;Cyperaceae
Carex_paniculata;Carex;Cyperaceae
Carex_parallela;Carex;Cyperaceae
Carex_parviflora;Carex;Cyperaceae
Carex_pauciflora;Carex;Cyperaceae
Carex_paulo-vargasii;Carex;Cyperaceae
Carex_paupercula;Carex;Cyperaceae
Carex_paxii;Carex;Cyperaceae
Carex_pedunculata;Carex;Cyperaceae
Carex_pendula;Carex;Cyperaceae
Carex_pensylvanica;Carex;Cyperaceae
Carex_phaeocephala;Carex;Cyperaceae
Carex_pilosa;Carex;Cyperaceae
Carex_pilulifera;Carex;Cyperaceae
Carex_pisiformis;Carex;Cyperaceae
Carex_plantaginea;Carex;Cyperaceae
Carex_platyphylla;Carex;Cyperaceae
Carex_praecox;Carex;Cyperaceae
Carex_praticola;Carex;Cyperaceae
Carex_preslii;Carex;Cyperaceae
Carex_projecta;Carex;Cyperaceae
Carex_pseudobrizoides;Carex;Cyperaceae
Carex_pseudocyperus;Carex;Cyperaceae
Carex_pulicaris;Carex;Cyperaceae
Carex_pumila;Carex;Cyperaceae
Carex_punctata;Carex;Cyperaceae
Carex_quadriflora;Carex;Cyperaceae
Carex_radiata;Carex;Cyperaceae
Carex_rariflora;Carex;Cyperaceae
Carex_reinii;Carex;Cyperaceae
Carex_remota;Carex;Cyperaceae
Carex_remotiuscula;Carex;Cyperaceae
Carex_rhizina;Carex;Cyperaceae
Carex_riloensis;Carex;Cyperaceae
Carex_riparia;Carex;Cyperaceae
Carex_rochebrunii;Carex;Cyperaceae
Carex_rosea;Carex;Cyperaceae
Carex_rostrata;Carex;Cyperaceae
Carex_rufina;Carex;Cyperaceae
Carex_rupestris;Carex;Cyperaceae
Carex_sartwellii;Carex;Cyperaceae
Carex_saxatilis;Carex;Cyperaceae
Carex_scoparia;Carex;Cyperaceae
Carex_secalina;Carex;Cyperaceae
Carex_sempervirens;Carex;Cyperaceae
Carex_sendaica;Carex;Cyperaceae
Carex_seorsa;Carex;Cyperaceae
Carex_shimidzensis;Carex;Cyperaceae
Carex_shinnersii;Carex;Cyperaceae
Carex_siccata;Carex;Cyperaceae
Carex_siderosticta;Carex;Cyperaceae
Carex_sordida;Carex;Cyperaceae
Carex_sprengelii;Carex;Cyperaceae
Carex_stenophylla;Carex;Cyperaceae
Carex_stipata;Carex;Cyperaceae
Carex_straminea;Carex;Cyperaceae
Carex_strigosa;Carex;Cyperaceae
Carex_suberecta;Carex;Cyperaceae
Carex_subfusca;Carex;Cyperaceae
Carex_supina;Carex;Cyperaceae
Carex_sylvatica;Carex;Cyperaceae
Carex_tenera;Carex;Cyperaceae
Carex_tenuiflora;Carex;Cyperaceae
Carex_tenuiformis;Carex;Cyperaceae
Carex_thunbergii;Carex;Cyperaceae
Carex_tincta;Carex;Cyperaceae
Carex_tomentosa;Carex;Cyperaceae
Carex_tribuloides;Carex;Cyperaceae
Carex_trisperma;Carex;Cyperaceae
Carex_tristachya;Carex;Cyperaceae
Carex_tuckermanii;Carex;Cyperaceae
Carex_typhina;Carex;Cyperaceae
Carex_umbrosa;Carex;Cyperaceae
Carex_ussuriensis;Carex;Cyperaceae
Carex_vaginata;Carex;Cyperaceae
Carex_vesicaria;Carex;Cyperaceae
Carex_viridula;Carex;Cyperaceae
Carex_vulpina;Carex;Cyperaceae
Carex_vulpinoidea;Carex;Cyperaceae
Carex_xiphium;Carex;Cyperaceae
Carica_papaya;Carica;Caricaceae
Carlina_acanthifolia;Carlina;Asteraceae
Carlina_acaulis;Carlina;Asteraceae
Carlina_canariensis;Carlina;Asteraceae
Carlina_corymbosa;Carlina;Asteraceae
Carlina_salicifolia;Carlina;Asteraceae
Carlina_vulgaris;Carlina;Asteraceae
Carlina_xeranthemoides;Carlina;Asteraceae
Carludovica_drudeii;Carludovica;Cyclanthaceae
Carludovica_palmata;Carludovica;Cyclanthaceae
Carnarvonia_araliifolia;Carnarvonia;Proteaceae
Carnegiea_gigantea;Carnegiea;Cactaceae
Carpesium_cernuum;Carpesium;Asteraceae
Carpinus_betulus;Carpinus;Betulaceae
Carpinus_caroliniana;Carpinus;Betulaceae
Carrichtera_annua;Carrichtera;Brassicaceae
Carthamus_alexandrinus;Carthamus;Asteraceae
Carthamus_anatolicus;Carthamus;Asteraceae
Carthamus_boissieri;Carthamus;Asteraceae
Carthamus_creticus;Carthamus;Asteraceae
Carthamus_dentatus;Carthamus;Asteraceae
Carthamus_glaucus;Carthamus;Asteraceae
Carthamus_gypsicola;Carthamus;Asteraceae
Carthamus_lanatus;Carthamus;Asteraceae
Carthamus_leucocaulos;Carthamus;Asteraceae
Carthamus_nitidus;Carthamus;Asteraceae
Carthamus_oxyacantha;Carthamus;Asteraceae
Carthamus_palaestinus;Carthamus;Asteraceae
Carthamus_persicus;Carthamus;Asteraceae
Carthamus_tenuis;Carthamus;Asteraceae
Carthamus_tinctorius;Carthamus;Asteraceae
Carthamus_turkestanicus;Carthamus;Asteraceae
Carum_carvi;Carum;Apiaceae
Carum_copticum;Carum;Apiaceae
Carya_cordiformis;Carya;Juglandaceae
Carya_illinoensis;Carya;Juglandaceae
Carya_ovata;Carya;Juglandaceae
Caryota_mitis;Caryota;Arecaceae
Caryota_urens;Caryota;Arecaceae
Casearia_bowrdillonii;Casearia;Salicaceae
Casimiroa_edulis;Casimiroa;Rutaceae
Cassia_absus;Cassia;Fabaceae
Cassia_angustifolia;Cassia;Fabaceae
Cassia_artemisioides;Cassia;Fabaceae
Cassia_auriculata;Cassia;Fabaceae
Cassia_australis;Cassia;Fabaceae
Cassia_biflora;Cassia;Fabaceae
Cassia_excelsa;Cassia;Fabaceae
Cassia_fistula;Cassia;Fabaceae
Cassia_glauca;Cassia;Fabaceae
Cassia_obtusifolia;Cassia;Fabaceae
Cassia_occidentalis;Cassia;Fabaceae
Cassia_siamea;Cassia;Fabaceae
Cassia_tora;Cassia;Fabaceae
Castanea_sativa;Castanea;Fagaceae
Castanopsis_calathiformis;Castanopsis;Fagaceae
Castanopsis_clarkei;Castanopsis;Fagaceae
Castanopsis_delavayi;Castanopsis;Fagaceae
Castanopsis_echinocarpa;Castanopsis;Fagaceae
Castanopsis_fissa;Castanopsis;Fagaceae
Castanopsis_fleuryi;Castanopsis;Fagaceae
Castanopsis_hystrix;Castanopsis;Fagaceae
Castanopsis_indica;Castanopsis;Fagaceae
Castanopsis_mekongensis;Castanopsis;Fagaceae
Castanopsis_orthacantha;Castanopsis;Fagaceae
Castanopsis_rockii;Castanopsis;Fagaceae
Castanopsis_wattii;Castanopsis;Fagaceae
Castanospermum_australe;Castanospermum;Fabaceae
Castellia_tuberculosa;Castellia;Poaceae
Casuarina_equisetifolia;Casuarina;Casuarinaceae
Casuarina_glauca;Casuarina;Casuarinaceae
Catabrosa_aquatica;Catabrosa;Poaceae
Catalepidia_heyana;Catalepidia;Proteaceae
Catananche_caerulea;Catananche;Asteraceae
Cathaya_argyrophylla;Cathaya;Pinaceae
Catila_amabilis;Catila;Iridaceae
Catopsis_morreniana;Catopsis;Bromeliaceae
Cattleya_bowringiana;Cattleya;Orchidaceae
Cattleya_forbesii;Cattleya;Orchidaceae
Cattleya_mossiae;Cattleya;Orchidaceae
Cattleya_walkeriana;Cattleya;Orchidaceae
Catunaregam_spinosa;Catunaregam;Rubiaceae
Caucalis_daucoides;Caucalis;Apiaceae
Caulanthus_amplexicaulis;Caulanthus;Brassicaceae
Caulanthus_heterophyllus;Caulanthus;Brassicaceae
Caulophyllum_thalictroides;Caulophyllum;Berberidaceae
Causonis_japonica;Causonis;Vitaceae
Ceanothus_americanus;Ceanothus;Rhamnaceae
Ceanothus_herbaceus;Ceanothus;Rhamnaceae
Ceballosia_fruticosa;Ceballosia;Boraginaceae
Cedrus_atlantica;Cedrus;Pinaceae
Cedrus_brevifolia;Cedrus;Pinaceae
Cedrus_deodara;Cedrus;Pinaceae
Cedrus_libani;Cedrus;Pinaceae
Ceiba_pentandra;Ceiba;Malvaceae
Celastrus_orbiculatus;Celastrus;Celastraceae
Celastrus_scandens;Celastrus;Celastraceae
Celosia_argentea;Celosia;Amaranthaceae
Celosia_cristata;Celosia;Amaranthaceae
Celosia_plumosa;Celosia;Amaranthaceae
Celosia_trigyna;Celosia;Amaranthaceae
Celosia_whiteii;Celosia;Amaranthaceae
Celtis_australis;Celtis;Cannabaceae
Celtis_bungeana;Celtis;Cannabaceae
Celtis_occidentalis;Celtis;Cannabaceae
Cenarrhenes_nitida;Cenarrhenes;Proteaceae
Cenchrus_caliculatus;Cenchrus;Poaceae
Cenchrus_ciliaris;Cenchrus;Poaceae
Cenchrus_echinatus;Cenchrus;Poaceae
Cenchrus_longispinus;Cenchrus;Poaceae
Centaurea_alba;Centaurea;Asteraceae
Centaurea_arenaria;Centaurea;Asteraceae
Centaurea_argentea;Centaurea;Asteraceae
Centaurea_aspera;Centaurea;Asteraceae
Centaurea_calcitrapa;Centaurea;Asteraceae
Centaurea_crocodylium;Centaurea;Asteraceae
Centaurea_cuneifolia;Centaurea;Asteraceae
Centaurea_cuspidata;Centaurea;Asteraceae
Centaurea_cyanus;Centaurea;Asteraceae
Centaurea_davidovii;Centaurea;Asteraceae
Centaurea_debeauxii;Centaurea;Asteraceae
Centaurea_deusta;Centaurea;Asteraceae
Centaurea_diffusa;Centaurea;Asteraceae
Centaurea_drabifolia;Centaurea;Asteraceae
Centaurea_dubia;Centaurea;Asteraceae
Centaurea_edith-mariae;Centaurea;Asteraceae
Centaurea_elegantissima;Centaurea;Asteraceae
Centaurea_erdneri;Centaurea;Asteraceae
Centaurea_fritschii;Centaurea;Asteraceae
Centaurea_glaberrima;Centaurea;Asteraceae
Centaurea_gloriosa;Centaurea;Asteraceae
Centaurea_graeca;Centaurea;Asteraceae
Centaurea_hololeuca;Centaurea;Asteraceae
Centaurea_indurata;Centaurea;Asteraceae
Centaurea_jacea;Centaurea;Asteraceae
Centaurea_kernerana;Centaurea;Asteraceae
Centaurea_kilaea;Centaurea;Asteraceae
Centaurea_kosaninii;Centaurea;Asteraceae
Centaurea_kusanii;Centaurea;Asteraceae
Centaurea_maroccana;Centaurea;Asteraceae
Centaurea_mayeri;Centaurea;Asteraceae
Centaurea_melitensis;Centaurea;Asteraceae
Centaurea_micranthos;Centaurea;Asteraceae
Centaurea_moesiaca;Centaurea;Asteraceae
Centaurea_montana;Centaurea;Asteraceae
Centaurea_musimonum;Centaurea;Asteraceae
Centaurea_nervosa;Centaurea;Asteraceae
Centaurea_nigra;Centaurea;Asteraceae
Centaurea_nigrescens;Centaurea;Asteraceae
Centaurea_ovina;Centaurea;Asteraceae
Centaurea_oxylepis;Centaurea;Asteraceae
Centaurea_parilica;Centaurea;Asteraceae
Centaurea_phrygia;Centaurea;Asteraceae
Centaurea_procurrens;Centaurea;Asteraceae
Centaurea_ragusina;Centaurea;Asteraceae
Centaurea_rupestris;Centaurea;Asteraceae
Centaurea_scabiosa;Centaurea;Asteraceae
Centaurea_solstitialis;Centaurea;Asteraceae
Centaurea_stenolepis;Centaurea;Asteraceae
Centaurea_stoebe;Centaurea;Asteraceae
Centaurea_tougourensis;Centaurea;Asteraceae
Centaurea_triumfettii;Centaurea;Asteraceae
Centaurea_tuberosa;Centaurea;Asteraceae
Centaurea_visiani;Centaurea;Asteraceae
Centaurea_weldeniana;Centaurea;Asteraceae
Centaurium_erythraea;Centaurium;Gentianaceae
Centotheca_lappacea;Centotheca;Poaceae
Centranthus_angustifolius;Centranthus;Caprifoliaceae
Centranthus_calcitrapae;Centranthus;Caprifoliaceae
Centranthus_lecoqii;Centranthus;Caprifoliaceae
Centranthus_longiflorus;Centranthus;Caprifoliaceae
Centranthus_macrosiphon;Centranthus;Caprifoliaceae
Centranthus_nevadensis;Centranthus;Caprifoliaceae
Centranthus_ruber;Centranthus;Caprifoliaceae
Centranthus_velenovskyi;Centranthus;Caprifoliaceae
Centrolepis_aristata;Centrolepis;Restionaceae
Cephalanthera_damasonium;Cephalanthera;Orchidaceae
Cephalanthera_longifolia;Cephalanthera;Orchidaceae
Cephalanthera_rubra;Cephalanthera;Orchidaceae
Cephalanthus_occidentalis;Cephalanthus;Rubiaceae
Cephalaria_alpina;Cephalaria;Caprifoliaceae
Cephalaria_flava;Cephalaria;Caprifoliaceae
Cephalaria_gigantea;Cephalaria;Caprifoliaceae
Cephalaria_leucantha;Cephalaria;Caprifoliaceae
Cephalaria_uralensis;Cephalaria;Caprifoliaceae
Cephalostachyum_pergracile;Cephalostachyum;Poaceae
Cephalotaxus_harringtonii;Cephalotaxus;Taxaceae
Cephalotus_follicularis;Cephalotus;Cephalotaceae
Cerastium_banaticum;Cerastium;Caryophyllaceae
Cerastium_cerastoides;Cerastium;Caryophyllaceae
Cerastium_eriophorum;Cerastium;Caryophyllaceae
Cerastium_fontanum;Cerastium;Caryophyllaceae
